X,Y,OBJECTID,EGIS_ID,REG_ID,BSTP_GEO_ID,BSTP_OPS_TCD,BSTP_EFF_DATE,BSTP_TCD,AT_STR,ON_STR,BSTP_HDG,BSTP_POS_TCD,BSTP_LDC,BSTP_MSG_TEXT,BSTP_LAT_LON_TCD,BSTP_INV_SYR_TCD,BSTP_INV_SRV_DATE,BSTP_BNH_CNT,BSTP_BST_TCD,BSTP_IFC_OWN,BSTP_HAS_BKRS,BSTP_HAS_PRS,BSTP_HAS_PVM,BSTP_HAS_PRM,BSTP_PDP_SIZE_TCD,BSTP_PDP_MTR_TCD,BSTP_PDP_OBS_TCD,BSTP_PDP_HAS_CCN,BSTP_HAS_BDR_PDP,BSTP_BDR_PDP_OBS,BSTP_SWK_WDT,BSTP_SWK_HAS_CCN,BSTP_SWK_HAS_PPC,BSTP_SWK_SLP_WVL,BSTP_SWK_OBS_TCD,BSTP_SWK_IPD_TCD,ONS_CRP_SLP,ONS_CRP,OFS_CRP,AT_STR_ABS_CRP,AT_STR_OSS_CRP,ONS_CWK,OFS_CWK,AT_STR_ABS_CWK,AT_STR_OSS_CWK,ON_STR_STS_OR_TFL,ON_STR_PDC_SGL,AT_STR_PDC_SGL,BSTP_PRK_RST_TCD,BSTP_NPK_ZNE_LTH,CNF_NPK_SNS,STR_LGT_WTN_30_FT,BSTP_HAS_LED_DSP,BSTP_ACC_RATING,BSTP_BRDG_STP,BSTP_HAS_LUM_SIGN,BSTP_HAS_PWR_SRC,METRO_ACCS_STP,BSTP_LON,BSTP_LAT
-77.2407303574759,38.865555775064,3064,1302377,5001154,3666,PRS,1980/05/01 04:00:00+00,REV,PROSPERITY AVE,ARLINGTON BLVD,269,FAR,UNKNOWN,ARLINGTON BLVD + PROSPERITY AVE,,KFH,2012/04/02 04:00:00+00,1,INS,NAPP,N,N,N,N,58U,ASP,NON,Y,N,E,2,N,Y,N,NON,GRS,3.29999995231628,N,N,N,N,N,N,N,N,Y,N,N,NPL,150,N,Y,N,N,U,U,U,U,-77.240728,38.865548
-77.0110922903066,39.0190308095591,3065,1308905,2000343,10401,PRS,1950/04/16 04:00:00+00,REV,LEXINGTON DR,MD-193,90,NEA,UNKNOWN,MD-193 + LEXINGTON DR,,KFH,2012/03/06 05:00:00+00,1,INS,WMAT,N,Y,N,N,58U,BRK,NON,Y,N,E,8,N,Y,Y,NON,NON,4.80000019073486,Y,N,U,Y,Y,N,E,Y,Y,Y,Y,NSG,150,N,Y,N,U,U,U,U,U,-77.01109,39.019023
-77.2778963710804,38.8418127684237,3066,1300443,5000918,2364,PRS,1975/08/22 04:00:00+00,REV,WHITACRE RD,MAIN ST,98,FAR,UNKNOWN,MAIN ST + WHITACRE RD,,FCO,2007/05/15 04:00:00+00,1,INS,UNKW,N,Y,N,Y,58U,CON,NON,Y,N,E,7,N,Y,N,NON,UNK,6.09999990463257,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,NPL,,U,N,U,Y,U,U,U,U,-77.277894,38.841805
-76.9518092624501,38.847401781419,3067,1309779,3000700,2647,PRS,1901/01/01 05:00:00+00,REV,BRANCH AVE,CURTIS DR,75,FAR,UNKNOWN,CURTIS DR + BRANCH AVE,,KFH,2006/07/07 04:00:00+00,0,UNK,UNKW,N,N,N,N,SWK,CON,NON,N,N,E,4,N,N,N,NON,UNK,8,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,NSG,,N,N,U,N,U,U,U,U,-76.951807,38.847394
-76.8987062441562,38.8547407864404,3068,1303737,3000755,3007,PRS,1901/01/01 05:00:00+00,REV,MARLBORO PIKE,GATEWAY BLVD,68,FAR,UNKNOWN,GATEWAY BLVD + MARLBORO PIKE,,KFH,2006/08/04 04:00:00+00,0,UNK,UNKW,N,N,N,N,58U,CON,NON,Y,N,E,3,N,Y,N,NON,UNK,4.69999980926514,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,NPL,,U,N,U,Y,U,U,U,U,-76.898704,38.854733
-76.9467532828988,39.093550831854,3069,1300907,2001466,15625,PRS,2001/12/30 05:00:00+00,REV,WOOD AVE,OLD COLUMBIA PIKE,10,NEA,UNKNOWN,OLD COLUMBIA PIKE + WOOD AVE,,KFH,2012/02/07 05:00:00+00,0,UNK,NAPP,N,N,N,N,58U,CON,NON,Y,N,E,4,N,Y,N,NON,NON,1.39999997615814,N,N,Y,E,N,N,N,E,N,N,N,NPL,150,N,Y,N,U,U,U,U,U,-76.946751,39.093543
-77.3135823748157,38.872786772121,3070,1300019,5001269,4039,PRS,1990/12/17 05:00:00+00,REV,ARROWHEAD CIR,ARROWHEAD DR,345,NEX,UNKNOWN,ARROWHEAD DR + ARROWHEAD CIR,,KFH,2012/04/11 04:00:00+00,0,UNK,NAPP,N,N,N,N,SWK,CON,NON,N,N,E,4,N,N,Y,NON,NON,0.200000002980232,N,N,Y,Y,N,N,N,N,N,N,N,NPL,150,N,N,N,N,U,U,U,U,-77.31358,38.872779
-77.3078983770536,38.8414677618377,3071,1300015,5000912,2344,PRS,1901/01/01 05:00:00+00,REV,UNIVERSITY DR,ARMSTRONG ST,106,MID,E OF WALKWAY TO FX CITY HALL,ARMSTRONG ST + UNIVERSITY DR,,WSV,2017/02/03 20:09:57+00,0,EXM,NAPP,N,N,N,N,58U,CON,NON,N,N,E,17,N,Y,Y,NON,NON,0,N,N,N,N,N,N,N,N,N,N,N,NSG,115,N,N,N,N,U,N,N,U,-77.307896,38.84146
-77.0533783060384,39.0622078207441,3072,1309174,2001046,12893,PRS,1998/07/26 04:00:00+00,UNK,BAY H,GLENMONT STATION,307,MID,IN BUS BAY ON GEORGIA AVE,GLENMONT STATION + BAY H,,KFH,2012/02/24 05:00:00+00,0,UNK,NAPP,N,N,N,N,58U,CON,NON,Y,N,E,5,Y,Y,Y,NON,NON,,E,E,E,E,E,E,E,E,N,N,N,NSG,150,N,Y,N,U,U,U,U,U,-77.053376,39.0622
-77.0240103011501,39.0335898102331,3073,1301077,2000452,10573,PRS,1978/02/19 05:00:00+00,REV,GABEL ST,UNIVERSITY BLVD W,152,NEA,UNKNOWN,UNIVERSITY BLVD W + GABEL ST,,KFH,2012/03/08 05:00:00+00,1,INS,WMAT,N,Y,N,N,58U,CON,NON,Y,Y,N,2,Y,Y,Y,LSC,GRS,4.19999980926514,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,NPL,150,N,Y,N,Y,U,U,U,U,-77.024008,39.033582
-77.1651883298786,38.8855547762452,3074,1302763,6000585,4772,PRS,1901/01/01 05:00:00+00,REV,W JEFFERSON ST,N WASHINGTON ST,244,FAR,UNKNOWN,N WASHINGTON ST + W JEFFERSON ST,,KFH,2007/05/31 04:00:00+00,0,UNK,UNKW,N,N,N,N,SWK,CON,NON,N,N,E,5,N,Y,Y,NON,SLP,2.79999995231628,Y,Y,Y,Y,N,N,N,N,N,N,N,NPL,,U,Y,U,N,U,U,U,U,-77.165186,38.885547
-76.9504422852407,39.0839438243848,3075,1300610,2001443,15602,PRS,1983/10/19 04:00:00+00,REV,AVONSHIRE LN,BRIGGS CHANEY RD,107,NEA,UNKNOWN,BRIGGS CHANEY RD + AVONSHIRE LN,,KFH,2012/02/10 05:00:00+00,0,UNK,NAPP,N,N,N,N,58U,ASP,NON,Y,N,E,9,N,Y,N,NON,NON,8.10000038146973,N,N,Y,E,N,N,N,E,N,N,N,NPL,150,N,Y,N,U,U,U,U,U,-76.95044,39.083936
-76.9226522606656,38.8898967851208,3076,1301369,1000810,5104,PRS,1955/03/13 05:00:00+00,REV,55TH ST NE,E CAPITOL ST NE,270,NEA,UNKNOWN,E CAPITOL ST NE + 55TH ST NE,,KFH,2006/06/19 04:00:00+00,0,UNK,WMAT,N,Y,N,N,58U,CON,NON,Y,N,E,6,N,Y,N,NON,UNK,3.79999995231628,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NSG,,N,Y,U,Y,U,U,U,U,-76.92265,38.889889
-76.9202882607009,38.8898907907415,3077,1301367,1000804,5096,PRS,1955/03/13 05:00:00+00,REV,57TH PL NE,E CAPITOL ST NE,273,FAR,128' W OF -,E CAPITOL ST NE + 57TH PL NE,,KFH,2006/06/19 04:00:00+00,0,UNK,UNKW,N,N,N,N,58U,CON,NON,Y,N,E,6,Y,Y,N,NON,UNK,4.40000009536743,N,Y,U,Y,N,Y,U,N,Y,Y,Y,YMR,,N,Y,U,U,U,U,U,U,-76.920286,38.889883
-76.917644253149,38.8898887853757,3078,1301365,1000799,5091,PRS,1955/03/13 05:00:00+00,REV,58TH ST NE,E CAPITOL ST NE,270,NEA,UNKNOWN,E CAPITOL ST NE + 58TH ST NE,,KFH,2006/06/19 04:00:00+00,0,UNK,WMAT,N,Y,N,N,58U,CON,NON,Y,N,E,6,Y,Y,N,NON,UNK,5.40000009536743,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NSG,,N,Y,U,Y,U,U,U,U,-76.917642,38.889881
-77.0957303243254,38.9907548004471,3079,1309544,2000145,9869,PRS,1901/01/01 05:00:00+00,REV,CORDELL AVE,WISCONSIN AVE,172,FAR,UNKNOWN,WISCONSIN AVE + CORDELL AVE,,KFH,2012/02/28 05:00:00+00,0,UNK,NAPP,N,N,N,N,58U,CON,NON,Y,Y,N,4,Y,Y,Y,NON,NON,1,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,NSG,150,N,Y,N,Y,U,U,U,U,-77.095728,38.990747
-77.0802373163093,38.9651978015434,3080,1309533,2000043,9147,PRS,1978/02/19 05:00:00+00,REV,CEDAR PKY,WESTERN AVE NW,226,NEA,41ST ST  X,WESTERN AVE NW + CEDAR PKY,,KFH,2012/03/13 04:00:00+00,0,UNK,WMAT,N,Y,N,Y,SWK,CON,NON,N,N,E,6,N,N,Y,NON,NON,3.20000004768372,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NSG,150,N,N,N,N,U,U,U,U,-77.080235,38.96519
-77.1510363296234,38.9201847859473,3081,1306190,5001609,7046,PRS,1973/04/24 04:00:00+00,UNK,CHESTERBROOK SHOPPING CENTER,OLD DOMINION DR,315,UNK,S OF ENTR TO -,OLD DOMINION DR + CHESTERBROOK SHOPPING CENTER,,KFH,2012/03/26 04:00:00+00,1,FRE,NAPP,N,N,N,N,SWK,CON,NON,N,N,E,4,N,N,Y,NON,NON,7.59999990463257,N,Y,U,E,N,Y,E,E,Y,Y,N,NPL,150,N,Y,N,N,U,U,U,U,-77.151034,38.920177
-77.2998193723074,38.7866017494609,3082,1300093,5000250,518,PRS,1983/08/10 04:00:00+00,REV,POND SPICE LN,BURKE CENTRE PKY,110,NEA,UNKNOWN,BURKE CENTRE PKY + POND SPICE LN,,KFH,2012/04/25 04:00:00+00,0,UNK,NAPP,N,N,N,N,58U,ASP,NON,Y,N,E,4,N,Y,N,NON,NON,4,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NPL,150,N,N,N,Y,U,U,U,U,-77.299817,38.786594
-77.3130813742262,38.8257087585841,3083,1300057,5000688,1626,PRS,1983/06/27 04:00:00+00,REV,ROANOKE RIVER LN,BRADDOCK RD,130,NEX,W OF E DRWY TO MOBIL STA,BRADDOCK RD + ROANOKE RIVER LN,,KFH,2012/04/12 04:00:00+00,0,UNK,WMAT,N,Y,N,Y,SWK,CON,NON,N,N,E,4,N,N,Y,NON,NON,0.699999988079071,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,NPL,150,N,Y,N,N,U,U,U,U,-77.313079,38.825701
-77.3053343747919,38.8242017636896,3084,1300055,5000668,1559,PRS,1982/04/07 04:00:00+00,REV,CARRIAGEPARK RD,BRADDOCK RD,71,NEA,UNKNOWN,BRADDOCK RD + CARRIAGEPARK RD,,KFH,2012/04/12 04:00:00+00,0,UNK,NAPP,N,N,N,N,58U,ASP,NON,Y,Y,N,8,Y,Y,N,NON,NON,5.19999980926514,N,N,Y,E,N,N,N,E,N,N,N,NPL,150,N,Y,N,U,U,U,U,U,-77.305332,38.824194
-76.8838732547766,38.975001803401,3085,1311202,3002044,9499,PRS,1966/02/15 05:00:00+00,UNK,LAMONT ELEMENTARY SCHOOL,GOOD LUCK RD,260,UNK,OPPO FIRE HYDRANT,GOOD LUCK RD + LAMONT ELEMENTARY SCHOOL,,KFH,2006/10/12 04:00:00+00,,UNK,UNKW,N,Y,N,Y,SWK,CON,NON,N,N,E,4,N,N,N,NON,UNK,,N,N,U,Y,N,N,U,Y,N,N,N,YUN,,U,Y,U,N,U,U,U,U,-76.883871,38.974994
-76.9956252774497,38.820699767101,3086,1306669,3000458,1396,PRS,1901/01/01 05:00:00+00,REV,AUDREY LN,DEAL DR,280,NEA,UNKNOWN,DEAL DR + AUDREY LN,,KFH,2006/06/28 04:00:00+00,0,UNK,UNKW,N,N,N,N,SWK,CON,NON,N,N,E,4,N,N,N,NON,UPV,4.5,Y,N,N,N,N,U,Y,N,Y,N,N,YUN,,U,N,U,N,U,U,U,U,-76.995623,38.820692
-77.0029292726433,38.7373667502745,3087,1306719,3002811,13918,PRS,2001/06/25 04:00:00+00,REV,WARBURTON OAKS DR,FORT WASHINGTON RD,204,FAX,@ PEPCO POLE # 799329-0413 (CYCLE CLUB),FORT WASHINGTON RD + WARBURTON OAKS DR,,KFH,2006/09/12 04:00:00+00,0,UNK,UNKW,N,N,N,N,UNK,UNK,UNK,U,N,E,0,U,E,U,UNK,UNK,,N,N,N,N,N,N,N,U,Y,Y,N,YUN,,U,Y,U,N,U,U,U,U,-77.002927,38.737359
-77.288180369026,38.7876387502434,3088,1300098,5000261,533,PRS,1979/10/17 04:00:00+00,REV,WILMINGTON DR,BURKE CENTRE PKY,93,NEA,"@ SHELTER & XWALK; APPROX 100' W OF -",BURKE CENTRE PKY + WILMINGTON DR,,KFH,2012/04/25 04:00:00+00,0,UNK,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,5,N,Y,Y,NON,NON,4.59999990463257,Y,N,N,E,Y,N,N,E,N,N,N,NPL,150,N,N,N,N,U,U,U,U,-77.288178,38.787631
-77.2849513617799,38.7872857553215,3089,1300096,5000254,523,PRS,1980/06/23 04:00:00+00,REV,WHEATON DR,BURKE CENTRE PKY,298,FAR,UNKNOWN,BURKE CENTRE PKY + WHEATON DR,,KFH,2012/04/25 04:00:00+00,0,UNK,NAPP,N,N,N,N,58U,ASP,NON,Y,N,E,7,N,Y,Y,NON,NON,4.59999990463257,Y,N,Y,N,Y,N,Y,N,N,N,N,NPL,150,N,N,N,N,U,U,U,U,-77.284949,38.787278
-76.8308992267549,38.892030794626,3090,1310476,3001011,5221,PRS,1989/02/26 05:00:00+00,UNK,THE PINES,PRINCE PL,299,NEA,E OF ENTR TO #10200-10218,PRINCE PL + THE PINES,,WSV,2017/01/18 19:39:02+00,1,INS,NAPP,N,N,N,N,SWK,EXM,EXM,E,N,E,4,Y,E,N,NON,NON,0,N,N,N,N,N,N,N,N,N,N,N,NSG,45,N,Y,N,N,U,N,N,U,-76.830897,38.892023
-76.9904462852821,39.0389618191125,3091,1300775,2000498,10641,PRS,1901/01/01 05:00:00+00,REV,LOCKWOOD DR,NEW HAMPSHIRE AVE,158,FAR,UNKNOWN,NEW HAMPSHIRE AVE + LOCKWOOD DR,,KFH,2012/02/22 05:00:00+00,1,INS,WMAT,N,Y,Y,Y,58U,CON,NON,Y,Y,N,5,N,Y,Y,NON,NON,7.19999980926514,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NPL,150,N,N,N,Y,U,U,U,U,-76.990444,39.038954
-76.9404422686844,38.9632477986556,3092,1305717,3003192,15001,PRS,1978/02/19 05:00:00+00,REV,44TH PL,QUEENSBURY RD,278,NEA,40' E OF -,QUEENSBURY RD + 44TH PL,,KFH,2006/09/28 04:00:00+00,1,FRE,UNKW,N,N,N,N,SWK,CON,NON,Y,N,E,4,Y,Y,N,NON,UNK,2.70000004768372,Y,Y,Y,Y,N,N,N,N,N,N,N,NPL,,U,N,U,N,U,U,U,U,-76.94044,38.96324
-76.9528842684234,38.9631287995723,3093,1305706,3001816,9034,PRS,1960/04/03 04:00:00+00,REV,OLIVER ST,QUEENS CHAPEL RD,225,NEA,UNKNOWN,QUEENS CHAPEL RD + OLIVER ST,,KFH,2006/09/27 04:00:00+00,0,UNK,WMAT,N,Y,N,N,58U,CON,NON,Y,N,E,5,N,Y,N,NON,UNK,5.40000009536743,N,N,Y,N,N,N,N,U,Y,N,N,NSG,,N,Y,U,N,U,U,U,U,-76.952882,38.963121
-76.9668212723046,38.9520407999944,3094,1305698,3001603,8531,PRS,1984/09/04 04:00:00+00,REV,CHILLUM RD,QUEENS CHAPEL RD,201,NEA,150' N OF -,QUEENS CHAPEL RD + CHILLUM RD,,KFH,2006/09/22 04:00:00+00,0,UNK,UNKW,N,N,N,N,58U,CON,NON,Y,N,E,4,N,Y,N,NON,UNK,4.69999980926514,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NPL,,U,N,U,Y,U,U,U,U,-76.966819,38.952033
-76.7298412007418,38.9677638140148,3095,1310675,3001916,9230,PRS,1901/01/01 05:00:00+00,REV,BARRISTER LN,BUCKINGHAM DR,129,FAR,UNKNOWN,BUCKINGHAM DR + BARRISTER LN,,KFH,2006/11/22 05:00:00+00,0,UNK,UNKW,N,N,N,N,58U,CON,NON,Y,N,E,4,N,Y,N,NON,UNK,,N,N,U,Y,N,N,U,N,N,N,N,YUN,,U,N,U,U,U,U,U,U,-76.729839,38.967756
-76.8770722385797,38.8469007815417,3096,1303799,3000696,2621,PRS,1901/01/01 05:00:00+00,REV,NEWKIRK AVE,MARLBORO PIKE,135,FAR,UNKNOWN,MARLBORO PIKE + NEWKIRK AVE,,KFH,2006/07/24 04:00:00+00,0,UNK,UNKW,N,N,N,N,SWK,CON,NON,N,N,E,4,N,N,N,NON,UNK,8.89999961853027,N,N,Y,N,N,N,N,N,N,N,N,NPL,,U,Y,U,N,U,U,U,U,-76.87707,38.846893
-76.8708022496116,38.9405097999207,3097,1310403,3001465,8079,PRS,1978/12/03 05:00:00+00,REV,POLK ST,JEFFERSON AVE,211,NEA,UNKNOWN,JEFFERSON AVE + POLK ST,,KFH,2006/09/04 04:00:00+00,0,UNK,UNKW,N,N,N,N,58U,CON,NON,Y,N,E,4,N,Y,N,NON,UPV,6.5,N,N,Y,N,N,N,N,U,N,N,N,NSG,,N,N,U,N,U,U,U,U,-76.8708,38.940502
-76.8660502421868,38.9348117954443,3098,1310401,3001384,7817,PRS,1977/06/17 04:00:00+00,REV,JOHNSON AVE,HAYES ST,57,NEA,UNKNOWN,HAYES ST + JOHNSON AVE,,WSV,2017/01/24 16:17:05+00,1,FRE,NAPP,N,N,E,N,NON,EXM,EXM,E,N,E,4,N,E,Y,UTP,CRK,0,N,N,N,N,N,N,N,N,N,N,N,NPL,0,N,Y,N,N,U,N,N,U,-76.866048,38.934804
-76.9221762644086,39.0107698117832,3099,1311007,3002416,10318,PRS,1978/02/19 05:00:00+00,REV,HOLLYWOOD RD,RHODE ISLAND AVE,9,FAR,UNKNOWN,RHODE ISLAND AVE + HOLLYWOOD RD,,KFH,2006/10/05 04:00:00+00,1,INS,UNKW,N,N,N,N,58O,CON,SHL,Y,N,E,0,U,E,U,UNK,UNK,11.6000003814697,N,N,N,N,N,Y,N,N,Y,N,N,NPL,,U,N,U,N,U,U,U,U,-76.922174,39.010762
-76.9253722646405,38.9985958080179,3100,1311000,3002297,10049,PRS,2005/08/07 04:00:00+00,REV,MD-193,RHODE ISLAND AVE,13,NEA,60' S OF STOP LINE,RHODE ISLAND AVE + MD-193,,KFH,2006/10/03 04:00:00+00,0,UNK,UNKW,N,N,N,N,SWK,CON,NON,N,N,E,6,N,N,N,NON,UNK,1.5,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NPL,,U,Y,U,N,U,U,U,U,-76.92537,38.998588
-77.2197013500497,38.9162367800397,3101,1306408,5004556,99999,PRS,1901/01/01 05:00:00+00,UNK,PARKING TERRACE C (LAYOVER),TYSONS CORNER SHOPPING CENTER,180,UNK,W END OF PULL-OFF AREA,TYSONS CORNER SHOPPING CENTER + PARKING TERRACE C (LAYOVER),,KFH,2012/03/28 04:00:00+00,4,FRE,WMAT,N,N,N,N,58U,CON,NON,Y,Y,N,4,Y,Y,Y,NON,NON,3.70000004768372,Y,N,Y,Y,N,Y,E,E,N,N,N,NPL,150,N,Y,N,Y,U,U,U,U,-77.219699,38.916229
-77.088325308427,38.8558107784124,3102,1303438,6000165,3070,PRS,1901/01/01 05:00:00+00,REV,16TH RD S,S WALTER REED DR,6,NEA,UNKNOWN,S WALTER REED DR + 16TH RD S,,KFH,2007/03/23 04:00:00+00,0,UNK,UNKW,N,N,N,N,SWK,UNK,UNK,U,N,E,4,N,N,N,NON,UNK,4.5,N,N,Y,N,N,N,N,U,N,N,N,NSG,,N,N,U,N,U,U,U,U,-77.088323,38.855803
-76.8988162432997,38.8581397818013,3103,1303694,3000792,3227,PRS,1901/01/01 05:00:00+00,REV,DISTRICT HEIGHTS PKY,COUNTY RD,6,FAR,UNKNOWN,COUNTY RD + DISTRICT HEIGHTS PKY,,KFH,2006/08/03 04:00:00+00,0,UNK,UNKW,N,N,N,N,SWK,CON,NON,Y,N,E,5,Y,Y,N,NON,UNK,6.69999980926514,N,N,Y,N,N,Y,Y,N,N,N,N,YUN,,U,Y,U,N,U,U,U,U,-76.898814,38.858132
-76.8991332496454,38.8565297808345,3104,1303691,3000772,3120,PRS,1901/01/01 05:00:00+00,REV,ELMHURST ST,COUNTY RD,183,FAR,UNKNOWN,COUNTY RD + ELMHURST ST,,KFH,2006/08/03 04:00:00+00,0,UNK,UNKW,N,N,N,N,UNK,UNK,UNK,U,N,E,0,U,E,U,UNK,UNK,,N,N,N,Y,N,N,N,N,N,N,N,NPL,,U,N,U,N,U,U,U,U,-76.899131,38.856522
-77.0263652999216,38.9797307995193,3105,1308664,1002845,9610,PRS,1901/01/01 05:00:00+00,REV,GERANIUM ST NW,GEORGIA AVE NW,358,FAX,BET DRWYS TO EXXON STA,GEORGIA AVE NW + GERANIUM ST NW,,KFH,2009/06/03 04:00:00+00,1,INS,UNKW,N,N,N,N,58U,CON,NON,Y,N,E,5,N,Y,N,NON,UNK,6.19999980926514,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NSG,,N,N,U,Y,U,U,U,U,-77.026363,38.979723
-77.1136333323699,39.0617318127226,3106,1309331,2000713,10956,PRS,1969/11/18 05:00:00+00,REV,PARKLAWN BUILDING,PARKLAWN DR,268,MID,@ PEPCO POLE #651604,PARKLAWN DR + PARKLAWN BUILDING,,KFH,2012/02/02 05:00:00+00,1,INS,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,5,Y,Y,Y,NON,NON,5.69999980926514,Y,N,U,E,Y,N,E,E,Y,Y,N,NSG,120,N,Y,N,U,U,U,U,U,-77.113631,39.061724
-77.1171333258909,39.0616638119388,3107,1309329,2000710,10953,PRS,1992/04/22 04:00:00+00,REV,TWINBROOK PKY,PARKLAWN DR,270,FAR,120' N OF -,PARKLAWN DR + TWINBROOK PKY,,KFH,2012/02/02 05:00:00+00,0,UNK,NAPP,N,N,N,N,58U,CON,NON,Y,N,E,8,Y,Y,Y,NON,NON,6,Y,Y,Y,E,Y,N,Y,E,N,N,N,NSG,150,N,Y,N,Y,U,U,U,U,-77.117131,39.061656
-77.1177643319367,39.061494818153,3108,1309328,2000709,10950,PRS,1997/05/14 04:00:00+00,REV,WICOMICO AVE,PARKLAWN DR,88,FAR,@ CATCH BASIN S OF #12520,PARKLAWN DR + WICOMICO AVE,,KFH,2012/02/02 05:00:00+00,0,UNK,NAPP,N,N,N,N,58U,CON,NON,Y,Y,N,9,Y,Y,Y,NON,NON,2.70000004768372,Y,Y,Y,E,N,Y,N,E,N,N,N,NSG,150,N,Y,N,Y,U,U,U,U,-77.117762,39.061487
-77.1130003337411,39.0614538147021,3109,1309326,2000707,10948,PRS,1969/11/18 05:00:00+00,REV,PARKLAWN BUILDING,PARKLAWN DR,92,MID,"IN BUS BAY; @ PEPCO POLE #651602",PARKLAWN DR + PARKLAWN BUILDING,,KFH,2012/02/02 05:00:00+00,0,UNK,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,6,Y,Y,Y,NON,NON,3.5,N,Y,U,E,N,Y,E,E,Y,Y,N,NSG,145,N,Y,N,U,U,U,U,U,-77.112998,39.061446
-76.9885812811838,38.8409827781247,3110,1309712,1000121,2326,PRS,1901/01/01 05:00:00+00,REV,TRENTON PL SE,13TH ST SE,181,NEA,@ CATCH BASIN,13TH ST SE + TRENTON PL SE,,KFH,2006/04/25 04:00:00+00,0,UNK,WMAT,N,Y,N,Y,<58,CON,NON,Y,N,E,0,U,E,U,UNK,UNK,6.30000019073486,N,N,Y,N,Y,N,Y,U,N,N,N,YUN,,U,Y,U,N,U,U,U,U,-76.988579,38.840975
-76.9882272735357,38.7129447507609,3111,1306909,3004073,16360,PRS,2004/12/26 05:00:00+00,REV,INDIAN HEAD HWY,OLD FORT RD,72,FAR,FRT OF DOLLAR GENERAL STORE,OLD FORT RD + INDIAN HEAD HWY,,KFH,1900/01/01 05:00:00+00,,UNK,UNKW,U,U,U,U,UNK,UNK,UNK,U,U,U,0,U,U,U,UNK,UNK,,U,U,U,U,U,U,U,U,U,U,U,UNK,,U,U,U,U,U,U,U,U,-76.988225,38.712937
-76.9854612739052,38.8455277786005,3112,1309687,1003322,13795,PRS,1901/01/01 05:00:00+00,REV,CONGRESS ST SE,ALABAMA AVE SE,251,FAX,UNKNOWN,ALABAMA AVE SE + CONGRESS ST SE,,KFH,2006/04/27 04:00:00+00,0,UNK,WMAT,N,Y,N,N,SWK,CON,NON,Y,N,E,3,Y,Y,N,LSC,UNK,,N,N,N,Y,Y,Y,U,Y,Y,Y,Y,NSG,,N,N,U,N,U,U,U,U,-76.985459,38.84552
-76.956441266648,38.8629577835137,3113,1309683,1003270,13729,PRS,1953/10/18 04:00:00+00,REV,36TH ST SE,ALABAMA AVE SE,30,FAR,100' E OF ---,ALABAMA AVE SE + 36TH ST SE,,KFH,2006/05/12 04:00:00+00,0,UNK,WMAT,N,Y,N,N,58U,CON,NON,Y,N,E,5,N,Y,N,NON,UNK,5.80000019073486,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,YUN,,U,Y,U,Y,U,U,U,U,-76.956439,38.86295
-76.9993402822289,38.8431547762139,3114,1309681,1003108,13179,PRS,1901/01/01 05:00:00+00,REV,5TH ST SE,ALABAMA AVE SE,269,NEA,UNKNOWN,ALABAMA AVE SE + 5TH ST SE,,KFH,2006/04/19 04:00:00+00,0,UNK,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,5,N,Y,N,NON,UNK,3.29999995231628,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,YUN,,U,Y,U,Y,U,U,U,U,-76.999338,38.843147
-76.9507202652125,38.8659667798623,3115,1309672,1000413,3692,PRS,1977/03/10 05:00:00+00,REV,PENNSYLVANIA AVE SE,ALABAMA AVE SE,42,FAR,S OF DRWY TO GAS STATION,ALABAMA AVE SE + PENNSYLVANIA AVE SE,,KFH,2006/05/15 04:00:00+00,0,UNK,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,5,N,Y,N,NON,UNK,3.5,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,NPL,,U,Y,U,Y,U,U,U,U,-76.950718,38.865959
